index;name;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;speechiness;tempo;time_signature;valence
201;Roadhouse Blues (Takes 1 & 2) [We're Gonna Have A Real Good Time] - 2020 Remaster;The Doors;2020;5.000883333;33;629;118;629;458;0.000194;4;392;-14.812;0.0564;122.1;4;732
202;Tiny Dancer;Elton John;1971;6.284883333;79;414;382;414;428;0.000243;0;148;-11.097;0.0278;145.075;4;282
203;Aqualung;Jethro Tull;1971;6.6031;65;477;0.0649;477;479;29;7;0.0906;-11.887;0.0483;122.531;4;662
204;Knockin' On Heaven's Door;Bob Dylan;1973;2.498;73;513;251;513;396;177;7;0.11;-13.061;0.0299;140.208;4;229
205;For What It's Worth;Buffalo Springfield;1966;2.56155;75;653;406;653;519;0.0209;2;101;-10.164;0.0497;98.883;4;822
206;White Rabbit;Jefferson Airplane;1967;2.510666667;69;551;486;551;293;0.000273;2;0.0864;-12.503;0.0272;106.798;4;322
207;What's Going On;Marvin Gaye;1971;3.9411;58;433;307;433;733;0.000144;1;0.0827;-9.244;0.0491;102.662;4;742
208;You Ain't Seen Nothing Yet;Bachman-Turner Overdrive;1974;3.914433333;70;475;0.000146;475;439;0.000277;11;223;-15.039;0.0427;118.392;4;0.76
209;Thunder Road;Bruce Springsteen;1975;4.812;66;369;623;369;758;1.78E-05;5;531;-5.871;0.0364;140.71;4;663
210;Tumbling Dice;The Rolling Stones;1972;3.772216667;60;615;0.5;615;0.91;511;11;281;-4.248;0.0347;111.013;4;0.77
211;Ruby Tuesday;The Rolling Stones;1967;3.274883333;62;524;831;524;553;0;0;174;-10.767;0.0292;104.578;4;517
212;Epic;Faith No More;1989;4.894216667;70;358;0.0222;358;893;0.0524;4;126;-7.486;0.12;174.238;4;262
213;Crazy Train;Ozzy Osbourne;1980;4.936666667;56;453;0.36;453;905;0.000569;9;0.26;-4.001;115;137.571;4;474
214;Live Forever - Remastered;Oasis;1994;4.611016667;24;104;2.39E-05;104;794;1.46E-05;9;355;-4.353;0.0426;83.972;4;179
215;Dust in the Wind;Kansas;1977;3.437766667;77;475;367;475;322;0.00056;7;0.11;-10.687;0.0283;93.503;4;387
216;Pinball Wizard;The Who;1969;3.015716667;68;543;0.0192;543;715;0;2;256;-8.89;0.0356;124.011;4;468
217;In The Air Tonight - 2015 Remastered;Phil Collins;1981;5.60755;77;446;551;446;239;4.10E-06;0;0.0697;-13.945;0.0316;189.507;4;298
218;Burning Down the House;Talking Heads;1983;4.032;66;779;0.00644;779;0.87;0.0107;5;0.0399;-13.141;0.0574;102.689;4;555
219;Suite: Judy Blue Eyes - 2005 Remaster;Crosby, Stills & Nash;1969;7.400883333;64;451;469;451;364;0;9;197;-13.126;0.0436;154.206;4;298
220;Paradise By the Dashboard Light;Meat Loaf;1977;8.472216667;67;326;214;326;872;0;2;461;-7.602;122;173.381;4;492
221;Bennie And The Jets - Remastered 2014;Elton John;1973;5.3758;61;665;259;665;673;7.62E-06;0;497;-7.95;0.0493;132.642;4;779
222;Johnny B. Goode;Chuck Berry;1959;2.692666667;75;534;741;534;803;6.07E-05;10;307;-9.129;0.0743;167.983;4;969
223;One Step Closer;Linkin Park;2000;2.622216667;75;492;0.0014;492;969;1.32E-06;9;0.0787;-4.419;0.0491;95.136;4;538
224;The Boys Of Summer;Don Henley;1984;4.812216667;76;516;501;516;549;0.00572;6;184;-13.741;0.0373;176.941;4;907
225;All The Small Things;blink-182;1999;2.8;5;439;0.0122;439;891;0;0;547;-4.764;57;148.599;4;695
226;Chop Suey!;System Of A Down;2001;3.504;80;419;0.000278;419;934;0.0015;7;132;-3.908;0.12;127.288;4;286
227;No Woman, No Cry (Arr. Kanneh-Mason);Various Artists;2020;2.433633333;4;0.29;0.98;0.29;0.0227;146;2;117;-27.431;0.0555;79.887;4;206
228;Immigrant Song - Remaster;Led Zeppelin;1970;2.4375;76;564;13;564;932;169;11;349;-10.068;0.0554;112.937;4;619
229;Proud Mary;Various Artists;2020;3.079766667;12;673;0.0304;673;674;4.99E-05;9;112;-7.681;28;121.031;4;677
230;The End;The Doors;1967;11.72288333;61;347;163;347;302;9.17E-05;0;0.14;-12.104;0.0291;105.702;4;0.0332
231;Scar Tissue;Red Hot Chili Peppers;1999;3.598433333;77;595;0.0779;595;717;0.00274;0;108;-4.803;0.0295;88.969;4;547
232;Rebel Yell;Billy Idol;1983;4.808883333;72;0.53;0.000753;0.53;864;0.000459;4;354;-4.948;61;166.312;4;484
233;Vertigo;U2;2004;3.242;51;416;0.000138;416;819;0.00108;9;122;-3.974;0.0613;140.083;4;632
234;Times Like These;Foo Fighters;2002;4.427333333;1;373;1.17E-05;373;905;7.53E-06;4;321;-3.793;0.0823;144.574;4;274
235;I Wanna Be Sedated;Ramones;1978;2.496433333;66;0.56;121;0.56;965;6.23E-06;11;169;-2.341;0.0409;162.825;4;964
236;It's Only Rock'n'Roll (But I Like It) - Remastered 2009;The Rolling Stones;1974;5.124;57;616;501;616;957;0.0115;9;318;-3.966;0.0508;128.517;4;778
237;White Wedding - Pt. 1;Billy Idol;1982;4.203333333;69;673;0.0133;673;814;0.00293;9;343;-5.411;0.0367;147.193;4;728
238;Sabotage;Beastie Boys;1994;2.974;72;324;32;324;938;0.0321;6;0.0961;-7.332;102;168.131;4;543
239;Brown Eyed Girl;Van Morrison;1967;3.0551;79;491;182;491;583;0;7;407;-10.964;0.0376;150.572;4;907
240;Somebody To Love - Remastered 2011;Queen;1976;4.94155;68;497;0.19;497;693;0;8;215;-7.024;0.0565;111.539;3;358
241;Rockin' in the Free World;Neil Young;1989;4.69755;66;491;0.000736;491;883;3.19E-05;4;369;-4.986;0.0306;131.75;4;518
242;Uprising;Muse;2009;5.080666667;76;602;0.000202;602;905;64;2;117;-4.046;0.0775;128.019;4;411
243;Fake Plastic Trees;Radiohead;1995;4.8451;69;454;167;454;229;102;2;202;-12.592;0.0297;73.552;4;134
244;Train in Vain (Stand by Me) - Remastered;The Clash;1979;3.244433333;65;761;0.0922;761;722;0.000366;2;132;-8.712;0.0428;122.764;4;966
245;Lightning Crashes;Live;1994;5.426666667;67;385;241;385;433;7.07E-06;11;0.11;-9.256;0.0435;89.974;4;427
246;Wake Me up When September Ends;Green Day;2004;4.760883333;77;546;23;546;814;0;7;0.0972;-5.146;0.0314;104.98;4;146
247;Be My Baby;The Ronettes;2011;2.681766667;70;511;181;511;769;0;4;0.0921;-7.032;42;129.657;4;818
248;Get Back - Remastered 2009;The Beatles;1970;3.156433333;64;761;492;761;592;0.00626;2;0.61;-9.836;0.0586;123.095;4;332
249;Are You Gonna Go My Way;Lenny Kravitz;1993;3.532216667;73;619;0.00165;619;0.67;0.0109;11;331;-10.322;0.0353;129.269;4;777
250;Hey You;Pink Floyd;1979;4.640666667;68;588;221;588;301;0.00236;0;128;-14.979;0.0294;112.458;4;0.19
251;Under My Thumb;The Rolling Stones;1966;3.692216667;64;732;299;732;494;205;6;0.0919;-13.571;0.0406;126.986;4;799
252;Behind Blue Eyes;The Who;1971;3.690433333;70;394;213;394;622;4.45E-05;4;0.0892;-8.258;0.0336;126.844;4;342
253;Instant Karma! (We All Shine On) - Remastered 2010;John Lennon;2010;3.344216667;57;628;0.000689;628;931;0.00146;9;0.0997;-9.973;0.0968;119.976;4;144
254;Help! - Remastered 2009;The Beatles;1965;2.326;72;534;188;534;725;0;6;0.0994;-7.576;0.0332;95.003;4;763
255;Dancing Queen;ABBA;1976;3.844883333;61;539;382;539;884;0.00166;9;0.76;-6.53;0.0403;100.812;4;752
256;Barracuda;Heart;1977;4.36555;74;547;15;547;691;105;4;144;-13.553;0.0369;137.148;4;667
257;Today - Remastered;The Smashing Pumpkins;1993;3.352883333;61;457;3.29E-05;457;825;578;8;0.0548;-7.611;0.0268;82.539;4;414
258;Radar Love;Golden Earring;2008;6.4451;63;504;0.00878;504;719;0.00149;1;75;-9.155;0.0431;102.144;4;177
259;Rocket Man (I Think It's Going To Be A Long, Long Time);Elton John;1972;4.69355;82;601;432;601;532;6.25E-06;10;0.0925;-9.119;0.0286;136.571;4;341
260;Champagne Supernova - Remastered;Oasis;1995;7.522;65;294;465;294;825;0.0841;2;354;-3.771;0.0404;150.338;4;122
261;Beds Are Burning - Remastered;Midnight Oil;1997;4.302883333;63;754;0.00539;754;496;0.000152;0;0.0871;-8.7;0.0351;119.186;4;341
262;Brass in Pocket - 2006 Remaster;Pretenders;1980;3.099333333;66;751;368;751;703;0.00123;9;196;-5.687;0.0287;97.931;4;907
263;Piece of My Heart;Big Brother & The Holding Company;1968;4.222216667;68;443;263;443;727;0.000141;4;169;-7.951;145;160.82;4;566
264;Tangled up in Blue;Bob Dylan;1975;5.693766667;65;421;414;421;661;1.16E-06;9;0.0962;-13.126;0.0433;100.965;4;554
265;My Sweet Lord - Remastered 2014;George Harrison;1970;4.6871;76;537;0.0972;537;701;0;1;0.0832;-8.913;0.0335;120.919;4;583
266;The Joker;Steve Miller Band;1973;4.408383333;76;596;365;596;448;5.30E-06;5;206;-9.616;0.0396;83.293;4;796
267;American Woman;The Guess Who;1970;5.124883333;64;0.55;146;0.55;726;0.00608;2;428;-8.51;0.0516;92.697;4;0.37
268;Bullet With Butterfly Wings - Remastered 2012;The Smashing Pumpkins;1995;4.307766667;72;404;5.59E-05;404;0.72;836;10;0.0466;-9.18;0.0623;121.864;4;475
269;Would?;Alice In Chains;1992;3.446216667;71;305;0.000332;305;832;2.40E-05;6;91;-7.981;0.0398;100.677;4;585
270;Heart-Shaped Box;Nirvana;1993;4.686;75;256;199;256;641;0.0329;1;0.0853;-10.283;0.0552;203.006;4;382
271;Closer;Nine Inch Nails;1994;6.221766667;60;546;0.000273;546;724;667;10;133;-8.639;0.0427;89.991;4;586
272;Sober;TOOL;1993;5.114216667;68;385;0.000183;385;673;0.15;2;0.0699;-8.182;0.0329;149.272;4;187
273;Magic Carpet Ride;Steppenwolf;1968;4.526216667;70;0.64;142;0.64;651;0.28;4;0.0341;-14.981;0.0517;111.676;4;801
274;Rock You Like A Hurricane;Scorpions;1984;4.208216667;1;482;0.00853;482;601;0.000187;7;249;-12.846;0.0486;125.619;4;774
275;Last Nite;The Strokes;2001;3.222883333;64;624;0.0223;624;899;0.000155;0;0.0975;-5.71;0.0295;104.055;4;797
276;Fat Bottomed Girls - Remastered 2011;Queen;1978;4.26;65;337;0.0319;337;684;6.57E-06;2;342;-7.674;0.0495;88.772;4;404
277;The Middle;Jimmy Eat World;2001;2.764216667;78;643;0.0371;643;849;0;2;58;-5.428;0.0526;162.152;4;903
278;Heroes - 2017 Remaster;David Bowie;1977;6.190216667;75;0.49;0.000671;0.49;758;484;7;92;-6.491;0.0297;112.114;4;435
279;Dancing In the Dark;Bruce Springsteen;1984;4.021766667;77;527;0.0115;527;942;0;1;188;-5.64;0.0366;148.723;4;495
280;Touch Me;The Doors;1969;3.170883333;64;425;405;425;903;0.0128;1;117;-4.801;0.0732;108.748;4;769
281;Louie Louie;The Kingsmen;2006;2.75635;66;623;102;623;709;0;1;0.0967;-9.818;0.0636;122.394;4;948
282;Life in the Fast Lane - 2013 Remaster;Eagles;1976;4.770316667;72;667;0.0966;667;755;6.94E-05;9;0.0523;-7.246;69;109.535;4;883
283;Come Out And Play (Keep ‘Em Separated);The Offspring;2005;3.296666667;69;476;0.0535;476;856;6.75E-06;7;0.0846;-3.764;161;158.671;4;847
284;Moondance - 2013 Remaster;Van Morrison;1970;4.567333333;69;606;501;606;282;8.30E-06;9;152;-12.207;0.0339;67.409;4;563
285;Float On;Modest Mouse;2004;3.474433333;70;649;13;649;888;2.23E-06;6;0.0888;-4.807;0.0293;100.975;4;553
286;Everybody Hurts;R.E.M.;1992;5.337766667;75;467;615;467;324;0.0248;2;118;-10.451;0.0255;94.301;3;166
287;Summer Of '69;Bryan Adams;1984;3.600883333;82;508;0.0183;508;834;0;2;0.0732;-6.205;0.0386;139.131;4;774
288;God Only Knows - Remastered;The Beach Boys;1966;2.884;71;521;253;521;487;0;6;0.0579;-7.525;0.0299;117.072;4;483
289;Dani California;Red Hot Chili Peppers;2006;4.702666667;77;556;0.0193;556;913;8.59E-06;0;346;-2.36;0.0437;96.184;4;0.73
290;Rhiannon;Fleetwood Mac;1975;4.212883333;73;723;111;723;0.49;0.0946;9;0.0923;-14.745;0.0296;129.012;4;795
291;"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster";Eric Clapton;1992;4.666666667;72;695;0.8;695;336;0.00264;9;701;-12.999;0.0313;79.109;4;422
292;Message In A Bottle;The Police;1979;4.838;74;577;0.0338;577;808;1.33E-05;1;221;-7.04;39;151.008;4;869
293;Heartbreaker - 1990 Remaster;Led Zeppelin;1969;4.23555;63;403;0.0746;403;709;494;9;132;-9.366;0.0885;97.161;4;654
294;Don't Speak;No Doubt;1995;4.392666667;68;0.52;247;0.52;709;1.78E-05;5;0.18;-7.125;0.0352;76.039;4;536
295;Dazed and Confused - 1990 Remaster;Led Zeppelin;1969;6.43955;63;271;44;271;553;0.0096;2;0.0999;-9.526;0.0472;86.762;3;433
296;Hello, I Love You;The Doors;1968;2.22;62;597;29;597;554;0;11;0.0766;-14.144;0.0425;117.835;4;963
297;Take It Easy - 2013 Remaster;Eagles;1972;3.526283333;76;575;343;575;0.67;4.95E-06;7;129;-10.39;0.0318;139.191;4;0.74
298;Beast Of Burden - Remastered;The Rolling Stones;1978;4.41955;73;783;0.39;783;878;0.000778;1;0.0426;-3.864;0.0308;100.626;4;885
299;Man in the Box;Alice In Chains;1990;4.753333333;73;355;0.00045;355;791;0;8;0.0969;-7.565;0.0453;106.392;4;758
300;Ohio;Crosby, Stills, Nash & Young;1974;3.062216667;67;445;261;445;529;0.0162;0;184;-10.94;26;79.296;4;749
301;I Won't Back Down;Tom Petty;1989;2.972666667;73;765;0.0504;765;476;2.76E-06;7;165;-13.487;0.0329;114.02;4;965
302;War Pigs / Luke's Wall - 2012 - Remaster;Black Sabbath;1970;7.905983333;65;332;222;332;623;0.000895;9;278;-12.363;0.08;183.097;4;413
303;Solsbury Hill;Peter Gabriel;1977;4.357333333;62;683;363;683;0.63;0.000873;11;314;-8.844;0.0296;102.457;1;481
304;Legs - 2008 Remaster;ZZ Top;1983;4.5651;61;611;0.00957;611;946;0.0708;4;0.36;-5.357;0.0378;125.398;4;763
305;Are You Gonna Be My Girl;Jet;2003;3.563333333;75;613;0.00148;613;953;0.000582;2;152;-3.435;0.0855;105.046;4;537
306;Say It Ain't So;Weezer;1994;4.313766667;74;634;0.00737;634;551;1.82E-05;3;0.07;-7.136;0.0352;151.779;4;453
307;She Sells Sanctuary;The Cult;2000;4.208883333;64;0.55;4.82E-06;0.55;765;873;7;132;-8.684;0.0287;139.453;4;417
308;Iron Man - 2012 - Remaster;Black Sabbath;1970;5.921716667;66;336;0.00351;336;792;0.00175;9;0.0437;-10.875;84;155.587;4;427
309;Cannonball;The Breeders;1993;3.56155;65;502;0.00915;502;758;783;3;284;-9.76;0.0407;112.508;4;729
310;Maybe I'm Amazed - Live;Paul McCartney;2003;4.808883333;26;334;405;334;924;3.02E-05;7;0.98;-3.147;0.0697;147.33;4;401
311;Can't Stop;Red Hot Chili Peppers;2002;4.483333333;80;618;0.0179;618;938;0;9;167;-3.442;0.0456;91.455;4;875
312;She Loves You - Mono / Remastered;The Beatles;2000;2.348666667;66;377;0.26;377;916;0;4;74;-3.199;0.0481;75.533;4;912
313;Hash Pipe;Weezer;2001;3.108883333;65;578;0.000121;578;882;479;7;284;-6.354;44;125.603;4;623
314;Hallelujah;Jeff Buckley;1994;6.888666667;5;339;921;339;143;0.000636;0;372;-10.78;0.0317;101.213;3;0.0948
315;Bad To The Bone;George Thorogood & The Destroyers;1982;4.86955;68;459;0.00614;459;727;0.0652;0;384;-11.777;0.0303;149.231;1;955
316;Freak On a Leash;Korn;1998;4.262216667;74;353;2.23E-05;353;898;105;2;0.39;-5.877;52;103.293;4;525
317;Somebody Told Me;The Killers;2004;3.286;67;509;8.05E-05;509;987;0.000928;10;119;-3.198;0.0886;138.039;4;647
318;Reelin' In The Years;Steely Dan;1972;4.5911;71;523;133;523;758;0;2;0.0952;-9.81;0.0403;135.437;4;766
319;Band On The Run - Remastered 2010;Wings;1973;5.2171;71;479;0.0832;479;601;0.00142;7;0.11;-8.806;0.0318;124.966;4;669
320;Enjoy the Silence - Single Mix;Depeche Mode;1990;4.288883333;66;641;155;641;812;4.43E-05;0;78;-7.945;0.0293;112.777;4;822
321;Mr. Jones;Counting Crows;1993;4.538216667;76;578;183;578;817;3.06E-06;0;285;-6.542;0.0363;141.621;4;726
322;Norwegian Wood (This Bird Has Flown) - Remastered 2009;The Beatles;1965;2.078216667;68;425;183;425;369;0.00126;4;112;-11.876;0.0379;176.625;3;0.65
323;Self Esteem;The Offspring;2005;4.296;74;458;0.0175;458;912;0;5;363;-3.666;0.0618;104.526;4;611
324;All the Young Dudes;Mott The Hoople;1972;3.517766667;63;429;208;429;668;0;4;538;-7.539;44;77.737;4;398
325;The Logical Song - Remastered 2010;Supertramp;1979;4.18755;73;625;512;625;758;0.00022;5;153;-6.213;0.0463;119.719;4;695
326;Ticket To Ride - Remastered 2009;The Beatles;1965;3.161333333;65;519;0.0457;519;0.85;0;9;233;-6.777;0.0678;123.419;4;749
327;Disarm - Remastered;The Smashing Pumpkins;1993;3.28175;65;527;142;527;418;781;4;139;-10.205;0.0277;129.517;4;217
328;What's My Age Again?;blink-182;1999;2.476216667;2;403;17;403;956;7.09E-05;6;0.0893;-7.376;0.0732;157.706;4;561
329;Fly Away;Lenny Kravitz;1998;3.688866667;70;587;18;587;872;0;7;622;-5.066;0.0484;159.925;4;735
330;Starlight;Muse;2006;4.00355;73;0.55;0.000436;0.55;874;1.02E-05;4;206;-4.046;0.0321;121.61;4;318
331;Fool in the Rain - 1990 Remaster;Led Zeppelin;1979;6.214883333;63;539;0.0866;539;866;0.00414;0;0.0953;-8.404;0.0483;130.345;4;761
332;I Heard It Through The Grapevine;Marvin Gaye;1968;3.238216667;73;711;272;711;362;0;3;127;-10.851;0.0381;117.287;4;616
333;Mary Jane's Last Dance;Tom Petty and the Heartbreakers;2008;4.56;72;464;0.0272;464;655;1.34E-06;7;328;-9.058;0.0608;169.515;4;531
334;Daughter (Remastered);Pearl Jam;1993;3.90555;68;615;0.00746;615;702;0.00431;7;0.0608;-9.686;0.0278;96.99;4;734
335;Rooster;Alice In Chains;1992;6.238883333;69;269;0.0307;269;551;0.000619;10;118;-8.456;0.0274;144.408;3;202
336;Runnin' Down A Dream;Tom Petty;2019;4.36355;70;471;0.000596;471;956;0.62;9;624;-6.371;0.0403;169.798;4;715
337;Heart Of Glass - Special Mix;Blondie;2002;4.537766667;40;659;0.0145;659;0.78;0.0349;4;181;-8.425;0.0309;114.421;4;808
338;I Can't Explain - Mono Version;The Who;1965;2.088666667;52;572;0.0474;572;688;0;9;72;-4.96;0.0608;138.841;4;856
339;You Give Love A Bad Name;Bon Jovi;1986;3.711766667;1;537;0.0704;537;959;1.80E-06;0;382;-3.002;0.0557;122.806;4;828
340;Down with the Sickness;Disturbed;2010;4.6451;67;649;0.000319;649;896;1.19E-05;10;102;-2.704;56;90.009;4;924
341;You Really Got Me - 2015 Remaster;Van Halen;1978;2.602433333;68;454;0.0223;454;946;0;1;173;-5.978;0.13;138.18;4;647
342;The Pot;TOOL;2006;6.365766667;68;469;0.000148;469;0.79;372;7;282;-6.889;0.0391;107.45;4;466
343;Fell In Love With a Girl;The White Stripes;2001;1.834883333;44;144;673;144;978;0.000141;0;816;-1.644;197;191.787;4;367
344;Old Time Rock & Roll;Bob Seger;1978;3.235766667;73;714;206;714;937;0;6;0.0731;-2.947;0.0399;124.13;4;964
345;Gimme Some Lovin' - Single Mix;The Spencer Davis Group;1966;2.980666667;61;598;216;598;564;0.000204;0;277;-6.454;32;147.619;4;0.43
346;Jack & Diane;John Mellencamp;1982;4.24155;74;811;0.0365;811;0.41;6.63E-06;9;0.0799;-8.214;0.0391;103.965;4;626
347;Werewolves of London - 2007 Remaster;Warren Zevon;1978;3.4911;66;0.75;0.0932;0.75;0.62;0.0135;7;0.0612;-8.72;0.0257;103.538;4;0.93
348;My Sharona;The Knack;1979;4.923333333;73;586;0.0589;586;0.7;0.00125;0;0.0318;-9.558;0.0363;147.245;4;897
349;My Hero;Foo Fighters;1997;4.333766667;70;398;6.20E-05;398;927;0.000177;9;0.0575;-4.212;0.0567;77.106;4;311
350;Tutti Frutti;Little Richard;1957;2.403766667;64;555;793;555;658;0;5;118;-3.866;0.0541;184.835;4;937
351;It's a Long Way to the Top (If You Wanna Rock 'N' Roll);AC/DC;1976;5.020433333;71;456;133;456;863;0.0538;3;0.0553;-3.551;0.0894;135.962;4;532
352;Hush;Deep Purple;1968;4.416216667;54;577;0.00533;577;664;111;10;142;-9.153;0.0461;108.442;4;164
353;Down On The Corner;Creedence Clearwater Revival;1969;2.771333333;73;858;583;858;544;0.00109;0;0.0707;-9.289;0.0751;108.217;4;874
354;The Beautiful People;Marilyn Manson;1996;3.6471;72;621;0.000779;621;834;456;10;0.0611;-10.068;0.0557;143.973;4;937
355;Jailhouse Rock;Elvis Presley;1958;2.441333333;72;647;0.41;647;582;1.93E-06;10;0.0715;-9.538;0.0755;167.396;4;915
356;Break on Through (To the Other Side);The Doors;1967;2.4311;72;421;0.2;421;751;0;9;0.17;-9.584;0.0472;89.839;4;789
357;Longview;Green Day;1994;3.887333333;67;381;0.00834;381;732;0.0101;10;0.0854;-7.594;0.0536;142.504;4;814
358;Billie Jean;Michael Jackson;1982;4.8971;83;0.92;0.0236;0.92;654;0.0158;11;0.0359;-3.051;0.0401;117.046;4;847
359;Zombie;The Cranberries;1994;5.1071;81;307;0.0154;307;635;0.00483;7;366;-8.957;0.0339;166.973;4;304
360;Boys Don't Cry;The Cure;1979;2.59955;74;462;0.00517;462;836;0;11;0.18;-5.766;0.0621;168.766;4;671
361;What I Got;Sublime;1996;2.848433333;72;804;0.00877;804;696;0.000985;7;314;-7.47;0.0899;95.721;4;657
362;Here Comes The Sun - Remastered 2009;The Beatles;1969;3.09555;82;557;0.0339;557;0.54;0.00248;9;179;-10.484;0.0347;129.171;4;394
363;Do You Feel Like We Do;Peter Frampton;1996;13.91443333;52;314;52;314;544;0.00712;0;979;-9.419;0.0288;106.597;4;361
364;Piano Man;Billy Joel;1973;5.65;76;331;605;331;0.55;3.96E-06;0;192;-6.483;0.0272;177.734;3;429
365;Glycerine - Remastered;Bush;1994;4.44155;63;421;0.0342;421;335;0.00236;5;0.0944;-11.384;0.0324;114.227;4;0.0889
366;D'yer Mak'er - Remaster;Led Zeppelin;1973;4.379133333;63;525;262;525;929;2.90E-05;9;0.0754;-8.56;0.0784;163.503;4;556
367;Island In The Sun;Weezer;2001;3.338433333;76;654;0.00719;654;0.81;0.00251;4;165;-6.26;0.0288;114.623;4;661
368;Run to the Hills - 2015 Remaster;Iron Maiden;1982;3.891766667;60;249;0.0286;249;943;0.00401;0;162;-5.188;0.0669;173.671;4;458
369;Roundabout - 2003 Remaster;Yes;1971;8.50955;66;0.41;0.0682;0.41;761;0.0077;4;0.0758;-9.453;0.0687;132.889;4;391
370;Aerials;System Of A Down;2001;3.91755;74;364;0.000918;364;922;35;0;0.0696;-4.217;0.0566;79.342;4;227
371;About A Girl;Nirvana;2002;2.777333333;70;409;1.87E-05;409;932;1.60E-06;11;0.31;-4.538;0.0339;131.761;4;591
372;When You Were Young;The Killers;2006;3.673766667;76;467;0.000152;467;988;0.0484;11;0.28;-3.313;112;130.433;4;321
373;Brain Damage / Eclipse;Vitamin String Quartet;2003;5.20555;3;184;961;184;118;518;2;0.0641;-15.591;0.0432;144.101;4;0.0518
374;When Doves Cry;Prince;1984;5.881766667;71;729;0.0102;729;989;4.45E-05;9;443;-4.613;49;126.47;4;0.84
375;Cinnamon Girl;The Crazy Horses;2013;2.89;0;581;188;581;654;0.000461;0;269;-7.428;0.0249;104.996;4;0.62
376;Us and Them;Pink Floyd;1973;7.8204;65;356;863;356;302;546;2;634;-14.528;0.0346;72.623;4;126
377;Foreplay / Long Time;Boston;1976;7.794;65;436;0.00975;436;657;0.00748;5;0.0931;-8.868;0.0541;118.693;4;0.21
378;Dreams;Fleetwood Mac;1988;4.240883333;74;823;139;823;338;0.00129;0;0.5;-15.899;0.0413;120.473;4;785
379;Psycho Killer - 2005 Remaster;Talking Heads;1977;4.356883333;74;721;0.0707;721;521;0.00552;2;127;-8.123;0.0612;123.118;4;942
380;Subterranean Homesick Blues;Bob Dylan;1965;2.354883333;57;576;702;576;727;0;4;324;-9.973;0.05;173.854;4;751
381;Alive - 2006 Remaster;P.O.D.;2006;3.394883333;57;409;1.23E-05;409;952;0.000156;2;0.31;-3.761;0.0756;80.899;4;0.55
382;I Can See For Miles;The Who;1967;4.143633333;52;346;0.0399;346;797;2.17E-05;4;0.0728;-7.805;0.0888;130.91;4;196
383;Panama - 2015 Remaster;Van Halen;1984;3.503766667;74;527;0.00124;527;978;4.75E-05;8;0.0744;-5.436;109;141.169;4;463
384;Just like Heaven;The Cure;1987;3.533333333;66;0.43;0.0271;0.43;971;2.16E-05;9;185;-3.845;0.0524;151.219;4;764
385;Hot for Teacher - 2015 Remaster;Van Halen;1984;4.712433333;70;551;0.000652;551;947;0.000257;2;0.0637;-4.671;152;127.657;4;466
386;Spoonman;Soundgarden;1994;4.115333333;68;457;2.17E-05;457;902;196;7;258;-5.624;0.0313;92.711;4;834
387;Tush - 2006 Remaster;ZZ Top;1975;2.298883333;66;0.58;0.1;0.58;885;0.00157;0;146;-5.154;0.0715;145.405;4;788
